position_um,pci_intensity_y_line_incident_i0,pci_intensity_z_line_incident_i0,pci_signal_y_line_minus_plate_background,pci_signal_z_line_minus_plate_background
-34.08203125,0.902603457532,0.898006538576,0.000103457531826,-0.00449346142422
-33.984375,0.902606701188,0.898455725765,0.000106701187606,-0.00404427423471
-33.88671875,0.902609657945,0.898964465925,0.000109657944925,-0.00353553407521
-33.7890625,0.902612283195,0.899525741985,0.000112283195142,-0.00297425801521
-33.69140625,0.902614533838,0.900131760315,0.000114533837704,-0.00236823968502
-33.59375,0.90261636895,0.900774056482,0.000116368949968,-0.00172594351793
-33.49609375,0.902617750449,0.901443611174,0.000117750449144,-0.00105638882595
-33.3984375,0.902618643736,0.902130974814,0.000118643736336,-0.000369025186203
-33.30078125,0.902619018313,0.902826399235,0.000119018312587,0.000326399235301
-33.203125,0.902618848357,0.903519974662,0.000118848356945,0.00101997466244
-33.10546875,0.902618113257,0.904201770116,0.000118113256764,0.00170177011608
-33.0078125,0.902616798081,0.904861975284,0.000116798080853,0.002361975284
-32.91015625,0.902614893987,0.905491041823,0.000114893986596,0.00299104182343
-32.8125,0.902612398553,0.90607982203,0.000112398552803,0.00357982203046
-32.71484375,0.902609316031,0.906619702807,0.000109316030856,0.00411970280723
-32.6171875,0.902605657508,0.907102732889,0.000105657507632,0.00460273288871
-32.51953125,0.902601440975,0.907521741357,0.000101440974692,0.00502174135706
-32.421875,0.902596691299,0.907870445574,9.66912993898e-05,0.00537044557409
-32.32421875,0.902591440095,0.9081435468,9.14400947756e-05,0.00564354679978
-32.2265625,0.902585725486,0.908336811937,8.57254864786e-05,0.00583681193719
-32.12890625,0.902579591776,0.908447140047,7.95917761387e-05,0.00594714004697
-32.03125,0.902573089002,0.908472612507,7.3089002383e-05,0.00597261250699
-31.93359375,0.902566272402,0.908412525948,6.6272401796e-05,0.00591252594757
-31.8359375,0.902559201774,0.908267407368,5.92017738122e-05,0.00576740736781
-31.73828125,0.902551940755,0.908039011126,5.19407549197e-05,0.00553901112557
