position_um,density_x_across_cm3,density_y_along_cm3,density_z_across_cm3
34.240124033,0,0,0
34.4267187144,0,0,0
34.6133133958,0,0,0
34.7999080772,0,0,0
34.9865027585,0,0,0
35.1730974399,0,0,0
35.3596921213,0,0,0
35.5462868027,0,0,0
35.7328814841,0,0,0
35.9194761654,0,0,0
36.1060708468,0,0,0
36.2926655282,0,0,0
36.4792602096,0,0,0
36.665854891,0,0,0
36.8524495723,0,0,0
37.0390442537,0,0,0
37.2256389351,0,0,0
