position_um,dgi_intensity_y_line_incident_i0,dgi_intensity_z_line_incident_i0,dgi_signal_y_line_minus_reference_intensity,dgi_signal_z_line_minus_reference_intensity
-25.29296875,0.000100076167989,0.000105337480242,7.61679892958e-08,5.33748024152e-06
-25.1953125,0.000100072144894,0.000107462545092,7.21448935515e-08,7.46254509178e-06
-25.09765625,0.000100068685077,0.000109731179828,6.86850766186e-08,9.73117982833e-06
-25,0.000100067009455,0.000112045624256,6.70094548129e-08,1.20456242563e-05
-24.90234375,0.000100068725663,0.000114302023068,6.87256632603e-08,1.43020230682e-05
-24.8046875,0.000100075886016,0.000116395909321,7.58860155608e-08,1.63959093211e-05
-24.70703125,0.000100091047534,0.000118227826651,9.10475337529e-08,1.82278266513e-05
-24.609375,0.000100117333322,0.000119708776306,1.17333321931e-07,1.97087763058e-05
-24.51171875,0.00010015849448,0.000120765180599,1.58494479699e-07,2.07651805987e-05
-24.4140625,0.000100218971688,0.000121343077481,2.18971687542e-07,2.13430774815e-05
-24.31640625,0.000100303955547,0.000121411300456,3.03955547254e-07,2.14113004559e-05
-24.21875,0.000100419444729,0.000120963452037,4.19444728733e-07,2.09634520366e-05
-24.12109375,0.000100572300961,0.000120018544503,5.72300961062e-07,2.00185445028e-05
-24.0234375,0.000100770299912,0.000118620255201,7.70299911993e-07,1.86202552007e-05
-23.92578125,0.000101022177026,0.00011683482111,1.02217702619e-06,1.68348211105e-05
-23.828125,0.000101337667439,0.000114747674424,1.33766743897e-06,1.47476744238e-05
-23.73046875,0.000101727539148,0.000112458993132,1.72753914837e-06,1.2458993132e-05
-23.6328125,0.000102203618713,0.000110078403933,2.20361871307e-06,1.0078403933e-05
-23.53515625,0.000102778808846,0.000107719125434,2.77880884579e-06,7.71912543401e-06
-23.4375,0.000103467097389,0.000105491874616,3.46709738894e-06,5.49187461557e-06
-23.33984375,0.00010428355729,0.00010349887665,4.28355728981e-06,3.49887664974e-06
-23.2421875,0.000105244337333,0.000101828316229,5.24433733311e-06,1.82831622912e-06
-23.14453125,0.000106366643536,0.000100549547428,6.36664353636e-06,5.49547427707e-07
-23.046875,0.000107668711266,9.97093397287e-05,7.66871126638e-06,-2.90660271348e-07
-22.94921875,0.000109169768287,9.93293822174e-05,9.1697682872e-06,-6.70617782578e-07
-22.8515625,0.000110889989101,9.94051989944e-05,1.0889989101e-05,-5.9480100562e-07
